# decision options: KEEP, CREATE, EXPAND, MERGE, RENAME, DELETE, ADD_TO_BLUEPRINT
source,tab,position,blueprint_name,blueprint_type,blueprint_phase,repo_file,status,word_count,has_title,has_description,brand_violations,decision,notes
REPO_ONLY,DEVELOPERS,,,,,v2/developers/building-on-livepeer/quick-starts/README.mdx,STUB,3,false,false,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/developer-guide.mdx,EXISTS,185,true,true,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/developer-journey.mdx,EXISTS,647,true,true,banned:leverage,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/developer-platforms/all-ecosystem/ecosystem-products.mdx,STUB,0,false,false,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/developer-platforms/builder-hub.mdx,EXISTS,474,true,true,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/developer-platforms/daydream/daydream.mdx,STUB,2,false,false,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/developer-platforms/frameworks/frameworks.mdx,STUB,4,false,false,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/developer-platforms/livepeer-studio/livepeer-studio.mdx,STUB,3,false,false,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/developer-platforms/streamplace/streamplace-architecture.mdx,EXISTS,399,true,true,deprecated:broadcaster->gateway,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/developer-platforms/streamplace/streamplace-funding-model.mdx,EXISTS,283,true,true,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/developer-platforms/streamplace/streamplace-guide.mdx,EXISTS,229,true,true,deprecated:broadcaster->gateway,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/developer-platforms/streamplace/streamplace-integration.mdx,EXISTS,270,true,true,banned:seamless; deprecated:broadcaster->gateway,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/developer-platforms/streamplace/streamplace-provenance.mdx,EXISTS,385,true,true,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/developer-platforms/streamplace/streamplace.mdx,EXISTS,143,true,true,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/developer-tools/dashboards.mdx,EXISTS,214,true,true,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/developer-tools/external-tooling.mdx,STUB,7,false,false,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/developer-tools/gateways.mdx,STUB,2,false,false,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/developer-tools/livepeer-cloud.mdx,EXISTS,213,true,true,banned:easily; deprecated:broadcaster->gateway,,
